Date,gross_return,transaction_cost,portfolio_return,turnover,equity_curve,benchmark_return,benchmark_equity
2022-01-14,-0.004978128079985045,0.0,-0.004978128079985045,0.0,6.016001730793233,0.0004087941582131549,2.576871776763293
2022-01-18,-0.044282439158308484,0.0,-0.044282439158308484,0.0,5.749598500173103,-0.017709564972233194,2.5312364986075893
2022-01-19,-0.007412943149181395,0.0,-0.007412943149181395,0.0,5.706977053360701,-0.010383484279459121,2.5049534442167043
2022-01-20,-0.0192431539998838,0.0,-0.0192431539998838,0.0,5.597156815049078,-0.01106797319298447,2.4772286866464395
2022-01-21,-0.02872223795351786,0.0,-0.02872223795351786,0.0,5.436393945144084,-0.01963069578851795,2.4285989639002934
2022-01-24,0.014574846574859579,0.0,0.014574846574859579,0.0,5.515628552815055,0.004246744771710276,2.438912603852818
2022-01-25,-0.023577914841329595,0.0,-0.023577914841329595,0.0,5.3855815325003755,-0.012208942270209855,2.409136060670292
2022-01-26,-0.02338389233258764,0.0,-0.02338389233258764,0.0,5.259645673796014,-0.0025088409577705972,2.4030919214484405
2022-01-27,-0.016125406100183537,0.0,-0.016125406100183537,0.0,5.17483175136298,-0.00493796398617774,2.3912255400848537
2022-01-28,0.036523176843106075,0.0,0.036523176843106075,0.0,5.36383304655133,0.02483544770803814,2.4506126969437565
2022-01-31,0.04071092533533294,0.0,0.04071092533533294,0.0,5.582199653220673,0.018010845800890074,2.494750304346114
2022-02-01,0.010804328031433164,0.0,0.010804328031433164,0.0,5.642511569411022,0.006757205672730748,2.511607845254688
2022-02-02,0.007459792013204569,0.0,0.007459792013204569,0.0,5.68460353215093,0.00971391974960123,2.5360054023059613
2022-02-03,-0.046099711512298025,0.0,-0.046099711512298025,0.0,5.422544949256981,-0.023505026646065907,2.4763965277501927
2022-02-04,0.004210238801557298,0.0,0.004210238801557298,0.0,5.445375158405531,0.0047023337819611655,2.488041370800164
2022-02-07,0.0008681501718080797,0.0,0.0008681501718080797,0.0,5.45010256178486,-0.0032090899075816193,2.4800570223474834
2022-02-08,0.016443998501761148,0.0,0.016443998501761148,0.0,5.539724040145294,0.008227570774106185,2.500461867022666
2022-02-09,0.030047971511005023,0.0,0.030047971511005023,0.0,5.70618151028241,0.014636045527955055,2.5370587407493255
2022-02-10,-0.037814834324183366,0.0,-0.037814834324183366,0.0,5.4904032018473625,-0.017965555395369037,2.491479071401088
2022-02-11,-0.01384194129397942,0.0,-0.01384194129397942,0.0,5.4144053630471145,-0.019718715485623983,2.4423503044537433
2022-02-14,-0.006298496349604277,0.0,-0.006298496349604277,0.0,5.380302750632684,-0.0032694187934952934,2.434365238468063
2022-02-15,0.02347353504695332,0.0,0.02347353504695332,0.0,5.50659747581288,0.0161270379308438,2.4736243390063652
2022-02-16,0.009583152590663113,0.0,0.009583152590663113,0.0,5.559368039678955,0.001120699170085171,2.4763965277501923
2022-02-17,-0.02780871847148897,0.0,-0.02780871847148897,0.0,5.404769138984129,-0.021361225521656535,2.423497663039873
2022-02-18,-0.008342539621837841,0.0,-0.008342539621837841,0.0,5.359679638295267,-0.006475123512536873,2.4078052163393453
2022-02-22,-0.01508476108398582,0.0,-0.01508476108398582,0.0,5.27883015146488,-0.01073168136901348,2.3819654179589427
2022-02-23,-0.03567015729532158,0.0,-0.03567015729532158,0.0,5.090533449626841,-0.0177385649237094,2.3397127697464475
2022-02-24,0.034540851628942104,0.0,0.034540851628942104,0.0,5.266364810222568,0.015048958855240935,2.3749230109514436
2022-02-25,0.02874644247530095,0.0,0.02874644247530095,0.0,5.417754063293581,0.022064326275097468,2.427324087143313
2022-02-28,0.01837660338048408,0.0,0.01837660338048408,0.0,5.517313980927733,-0.002558770654956355,2.421113121499062
2022-03-01,-0.009826675775585825,0.0,-0.009826675775585825,0.0,5.46309712528505,-0.015230341484998688,2.38423874188482
2022-03-02,0.007198532268076596,0.0,0.007198532268076596,0.0,5.502423406225051,0.01839622755074899,2.4280997403158446
2022-03-03,-0.007486772179295165,0.0,-0.007486772179295165,0.0,5.461228015748623,-0.0049784194857172,2.416011641255391
2022-03-04,-0.002540284141140714,0.0,-0.002540284141140714,0.0,5.447354944829064,-0.00812462620935539,2.39638244975274
2022-03-07,-0.04199711423925073,0.0,-0.04199711423925073,0.0,5.21858175690933,-0.029479207626853188,2.3257389939631317
2022-03-08,0.005296479083960803,0.0,0.005296479083960803,0.0,5.246221866032741,-0.007581682529134159,2.3081059792652754
2022-03-09,0.025741905988255376,0.0,0.025741905988255376,0.0,5.381269616101685,0.02681096873543254,2.3699885365134215
2022-03-10,-0.014332435405199517,0.0,-0.014332435405199517,0.0,5.304142916930945,-0.004515711323875959,2.3592863524416314
2022-03-11,-0.026545290052934434,0.0,-0.026545290052934434,0.0,5.163342904718796,-0.01271482034465532,2.3292884503287388
2022-03-14,-0.04268502625253223,0.0,-0.04268502625253223,0.0,4.942945477280048,-0.007308519387356882,2.3122648005307647
2022-03-15,0.024418434970468417,0.0,0.024418434970468417,0.0,5.0636444699795815,0.021990317827303096,2.363112238395322
2022-03-16,0.053396744666678986,0.0,0.053396744666678986,0.0,5.334026600825922,0.02217437546584855,2.4155127764374416
2022-03-17,0.018874828243837627,0.0,0.018874828243837627,0.0,5.434705436764572,0.012510718008943433,2.4457325756304504
2022-03-18,0.02268746489332152,0.0,0.02268746489332152,0.0,5.558005125566712,0.01095288958531171,2.4725204144865307
2022-03-21,-0.013708735573026987,0.0,-0.013708735573026987,0.0,5.48181190298679,-0.0002925246883000998,2.4717971412229676
2022-03-22,0.010659351922836735,0.0,0.010659351922836735,0.0,5.540244465235521,0.011701508481489098,2.5007208964355088
2022-03-23,-0.004512513643193217,0.0,-0.004512513643193217,0.0,5.51524403649952,-0.012878371612247919,2.4685156834326984
2022-03-24,0.02411391103790106,0.0,0.02411391103790106,0.0,5.648238140547983,0.01507427407653461,2.5057267654069872
2022-03-25,-0.006279277343404388,0.0,-0.006279277343404388,0.0,5.6127712867618875,0.004883822720241904,2.5179642907146
2022-03-28,0.006635423232125959,0.0,0.006635423232125959,0.0,5.650014399754677,0.007112953064896788,2.5358744525335393
2022-03-29,0.03217560796909069,0.0,0.03217560796909069,0.0,5.831807048100901,0.012370841733202464,2.5672453540411033
2022-03-30,-0.010727467867646445,0.0,-0.010727467867646445,0.0,5.769246525382084,-0.006175029317309733,2.5513925387151724
2022-03-31,-0.01776302120423784,0.0,-0.01776302120423784,0.0,5.666767277019247,-0.015391119413389553,2.512123751481376
2022-04-01,0.004788186978003595,0.0,0.004788186978003595,0.0,5.693900818302447,0.002833930069828128,2.519242934519829
2022-04-04,0.014345368671216274,0.0,0.014345368671216274,0.0,5.7755819247183355,0.00856691375353047,2.540825071464051
2022-04-05,-0.04367845082588201,0.0,-0.04367845082588201,0.0,5.523313453628672,-0.012631540005677677,2.508730537926424
2022-04-06,-0.025824881812558598,0.0,-0.025824881812558598,0.0,5.380674536474997,-0.009999348602258484,2.483644866728566
2022-04-07,0.00021041737374560832,0.0,0.00021041737374560832,0.0,5.381806723879942,0.0050388332874578,2.496159539157262
2022-04-08,-0.014594620388275303,0.0,-0.014594620388275303,0.0,5.303261297741846,-0.002673760667446956,2.4894854059617906
2022-04-11,-0.029168341238823392,0.0,-0.029168341238823392,0.0,5.148573962530667,-0.017092272344784498,2.446934443404725
2022-04-12,0.000760600517039578,0.0,0.000760600517039578,0.0,5.152489970548584,-0.0037052760541723684,2.437867875805448
2022-04-13,0.028811196596731592,0.0,0.028811196596731592,0.0,5.3009393720527465,0.01145363052229409,2.4657903137170933
2022-04-14,-0.0341867214457961,0.0,-0.0341867214457961,0.0,5.1197176343393265,-0.012451754824372108,2.4350868972823765
2022-04-18,-0.003713845908639768,0.0,-0.003713845908639768,0.0,5.100703791949645,0.0004111302634672853,2.436088035200022
2022-04-19,0.01791354611390511,0.0,0.01791354611390511,0.0,5.192075484540105,0.01614265725326458,2.4754129693910345
2022-04-20,0.006757535742542287,0.0,0.006757535742542287,0.0,5.227161120204862,-0.0007416169350697999,2.473577161211643
2022-04-21,-0.034494703762903756,0.0,-0.034494703762903756,0.0,5.046851745842427,-0.014953286751950401,2.4365890526169696
2022-04-22,-0.047762948577045605,0.0,-0.047762948577045605,0.0,4.805799225429782,-0.02743937027258847,2.369730583400077
2022-04-25,0.008372654554794579,0.0,0.008372654554794579,0.0,4.846036522204005,0.005797538521444379,2.383469187742784
2022-04-26,-0.04331647376313552,0.0,-0.04331647376313552,0.0,4.636123308334759,-0.028960740789019557,2.31444215441795
2022-04-27,-0.011462204659555608,0.0,-0.011462204659555608,0.0,4.58298311414769,0.0028118416830591464,2.3209499993407716
2022-04-28,0.043165344950358175,0.0,0.043165344950358175,0.0,4.7808091611715415,0.025259421514041147,2.379575853687134
2022-04-29,-0.06195975832401157,0.0,-0.06195975832401157,0.0,4.484591380952132,-0.036955691525827006,2.2916369824759655
2022-05-02,-0.0013345846113468895,0.0,-0.0013345846113468895,0.0,4.478606314306934,0.00601952753518975,2.305431554392639
